Label,Value,Timestamp
Timber,33,1714640798
Vegetables,113,1714640798
Ale,0,1714640803
Approval,79,1714640803
Berries,43,1714640803
Clay,0,1714640803
Eggs,0,1714640803
Firewood,1581,1714640803
Hides,0,1714640803
Iron Ore,158,1714640803
Leather,79,1714640803
Meat,0,1714640803
Planks,256,1714640803
Regional Wealth,1019,1714640803
Roof Tiles,50,1714640803
Stone,757,1714640803
Timber,33,1714640803
Vegetables,113,1714640803
Ale,0,1714640808
Approval,79,1714640808
Berries,43,1714640808
Clay,0,1714640808
Eggs,0,1714640808
Firewood,1581,1714640808
Hides,0,1714640808
Iron Ore,158,1714640808
Leather,79,1714640808
Meat,0,1714640808
Planks,256,1714640808
Regional Wealth,1019,1714640808
Roof Tiles,50,1714640808
Stone,757,1714640808
Timber,33,1714640808
Vegetables,113,1714640808
Ale,0,1714640813
Approval,79,1714640813
Berries,43,1714640813
Clay,0,1714640813
Eggs,0,1714640813
Firewood,1581,1714640813
Hides,0,1714640813
Iron Ore,158,1714640813
Leather,79,1714640813
Meat,0,1714640813
Planks,256,1714640813
Regional Wealth,1019,1714640813
Roof Tiles,50,1714640813
Stone,757,1714640813
Timber,33,1714640813
Vegetables,113,1714640813
Ale,0,1714640818
Approval,79,1714640818
Berries,43,1714640818
Clay,0,1714640818
Eggs,0,1714640818
Firewood,1581,1714640818
Hides,0,1714640818
Iron Ore,158,1714640818
Leather,79,1714640818
Meat,0,1714640818
Planks,256,1714640818
Regional Wealth,1019,1714640818
Roof Tiles,50,1714640818
Stone,757,1714640818
Timber,33,1714640818
Vegetables,113,1714640818
Ale,0,1714640823
Approval,79,1714640823
Berries,43,1714640823
Clay,0,1714640823
Eggs,0,1714640823
Firewood,1582,1714640823
Hides,0,1714640823
Iron Ore,158,1714640823
Leather,79,1714640823
Meat,0,1714640823
Planks,256,1714640823
Regional Wealth,1019,1714640823
Roof Tiles,50,1714640823
Stone,757,1714640823
Timber,33,1714640823
Vegetables,113,1714640823
Ale,0,1714640839
Approval,79,1714640839
Berries,43,1714640839
Clay,0,1714640839
Eggs,0,1714640839
Firewood,1584,1714640839
Hides,0,1714640839
Iron Ore,158,1714640839
Leather,79,1714640839
Meat,0,1714640839
Planks,256,1714640839
Regional Wealth,1019,1714640839
Roof Tiles,50,1714640839
Stone,757,1714640839
Timber,33,1714640839
Vegetables,113,1714640839
Ale,0,1714640844
Approval,79,1714640844
Berries,43,1714640844
Clay,0,1714640844
Eggs,0,1714640844
Firewood,1584,1714640844
Hides,0,1714640844
Iron Ore,158,1714640844
Leather,79,1714640844
Meat,0,1714640844
Planks,256,1714640844
Regional Wealth,1019,1714640844
Roof Tiles,50,1714640844
Stone,757,1714640844
Timber,33,1714640844
Vegetables,113,1714640844
Ale,0,1714640849
Approval,79,1714640849
Berries,43,1714640849
Clay,0,1714640849
Eggs,0,1714640849
Firewood,1584,1714640849
Hides,0,1714640849
Iron Ore,158,1714640849
Leather,79,1714640849
Meat,0,1714640849
Planks,256,1714640849
Regional Wealth,1019,1714640849
Roof Tiles,50,1714640849
Stone,757,1714640849
Timber,33,1714640849
Vegetables,113,1714640849
Ale,0,1714642742
Approval,79,1714642742
Berries,43,1714642742
Clay,0,1714642742
Eggs,0,1714642742
Firewood,1655,1714642742
Hides,0,1714642742
Iron Ore,158,1714642742
Leather,79,1714642742
Meat,0,1714642742
Planks,256,1714642742
Regional Wealth,1019,1714642742
Roof Tiles,50,1714642742
Stone,757,1714642742
Timber,33,1714642742
Vegetables,113,1714642742
Ale,0,1714642747
Approval,79,1714642747
Berries,43,1714642747
Clay,0,1714642747
Eggs,0,1714642747
Firewood,1655,1714642747
Hides,0,1714642747
Iron Ore,158,1714642747
Leather,79,1714642747
Meat,0,1714642747
Planks,256,1714642747
Regional Wealth,1019,1714642747
Roof Tiles,50,1714642747
Stone,757,1714642747
Timber,33,1714642747
Vegetables,113,1714642747
Ale,0,1714642752
Approval,79,1714642752
Berries,43,1714642752
Clay,0,1714642752
Eggs,0,1714642752
Firewood,1655,1714642752
Hides,0,1714642752
Iron Ore,158,1714642752
Leather,79,1714642752
Meat,0,1714642752
Planks,256,1714642752
Regional Wealth,1019,1714642752
Roof Tiles,50,1714642752
Stone,757,1714642752
Timber,33,1714642752
Vegetables,113,1714642752
Ale,0,1714642757
Approval,79,1714642757
Berries,43,1714642757
Clay,0,1714642757
Eggs,0,1714642757
Firewood,1655,1714642757
Hides,0,1714642757
Iron Ore,158,1714642757
Leather,79,1714642757
Meat,0,1714642757
Planks,256,1714642757
Regional Wealth,1019,1714642757
Roof Tiles,50,1714642757
Stone,757,1714642757
Timber,33,1714642757
Vegetables,113,1714642757
Ale,0,1714642762
Approval,79,1714642762
Berries,43,1714642762
Clay,0,1714642762
Eggs,0,1714642762
Firewood,1655,1714642762
Hides,0,1714642762
Iron Ore,158,1714642762
Leather,79,1714642762
Meat,0,1714642762
Planks,256,1714642762
Regional Wealth,1019,1714642762
Roof Tiles,50,1714642762
Stone,757,1714642762
Timber,33,1714642762
Vegetables,113,1714642762
Ale,0,1714642767
Approval,79,1714642767
Berries,43,1714642767
Clay,0,1714642767
Eggs,0,1714642767
Firewood,1655,1714642767
Hides,0,1714642767
Iron Ore,158,1714642767
Leather,79,1714642767
Meat,0,1714642767
Planks,256,1714642767
Regional Wealth,1019,1714642767
Roof Tiles,50,1714642767
Stone,757,1714642767
Timber,33,1714642767
Vegetables,113,1714642767
Ale,0,1714642772
Approval,79,1714642772
Berries,43,1714642772
Clay,0,1714642772
Eggs,0,1714642772
Firewood,1655,1714642772
Hides,0,1714642772
Iron Ore,158,1714642772
Leather,79,1714642772
Meat,0,1714642772
Planks,256,1714642772
Regional Wealth,1019,1714642772
Roof Tiles,50,1714642772
Stone,757,1714642772
Timber,33,1714642772
Vegetables,113,1714642772
Ale,0,1714642777
Approval,79,1714642777
Berries,43,1714642777
Clay,0,1714642777
Eggs,0,1714642777
Firewood,1655,1714642777
Hides,0,1714642777
Iron Ore,158,1714642777
Leather,79,1714642777
Meat,0,1714642777
Planks,256,1714642777
Regional Wealth,1019,1714642777
Roof Tiles,50,1714642777
Stone,757,1714642777
Timber,33,1714642777
Vegetables,113,1714642777
Ale,0,1714642782
Approval,79,1714642782
Berries,43,1714642782
Clay,0,1714642782
Eggs,0,1714642782
Firewood,1655,1714642782
Hides,0,1714642782
Iron Ore,158,1714642782
Leather,79,1714642782
Meat,0,1714642782
Planks,256,1714642782
Regional Wealth,1019,1714642782
Roof Tiles,50,1714642782
Stone,757,1714642782
Timber,33,1714642782
Vegetables,113,1714642782
Ale,0,1714642787
Approval,79,1714642787
Berries,43,1714642787
Clay,0,1714642787
Eggs,0,1714642787
Firewood,1656,1714642787
Hides,0,1714642787
Iron Ore,158,1714642787
Leather,79,1714642787
Meat,0,1714642787
Planks,256,1714642787
Regional Wealth,1019,1714642787
Roof Tiles,50,1714642787
Stone,757,1714642787
Timber,33,1714642787
Vegetables,113,1714642787
Ale,0,1714642792
Approval,79,1714642792
Berries,43,1714642792
Clay,0,1714642792
Eggs,0,1714642792
Firewood,1657,1714642792
Hides,0,1714642792
Iron Ore,158,1714642792
Leather,79,1714642792
Meat,0,1714642792
Planks,256,1714642792
Regional Wealth,1019,1714642792
Roof Tiles,50,1714642792
Stone,757,1714642792
Timber,33,1714642792
Vegetables,113,1714642792
Ale,0,1714642797
Approval,79,1714642797
Berries,43,1714642797
Clay,0,1714642797
Eggs,0,1714642797
Firewood,1657,1714642797
Hides,0,1714642797
Iron Ore,158,1714642797
Leather,79,1714642797
Meat,0,1714642797
Planks,256,1714642797
Regional Wealth,1019,1714642797
Roof Tiles,50,1714642797
Stone,757,1714642797
Timber,33,1714642797
Vegetables,113,1714642797
Ale,0,1714642802
Approval,79,1714642802
Berries,43,1714642802
Clay,0,1714642802
Eggs,0,1714642802
Firewood,1657,1714642802
Hides,0,1714642802
Iron Ore,158,1714642802
Leather,79,1714642802
Meat,0,1714642802
Planks,256,1714642802
Regional Wealth,1019,1714642802
Roof Tiles,50,1714642802
Stone,757,1714642802
Timber,33,1714642802
Vegetables,113,1714642802
Ale,0,1714642833
Approval,79,1714642833
Berries,43,1714642833
Clay,0,1714642833
Eggs,0,1714642833
Firewood,1658,1714642833
Hides,0,1714642833
Iron Ore,158,1714642833
Leather,79,1714642833
Meat,0,1714642833
Planks,256,1714642833
Regional Wealth,1019,1714642833
Roof Tiles,50,1714642833
Stone,757,1714642833
Timber,33,1714642833
Vegetables,113,1714642833
Ale,0,1714642838
Approval,79,1714642838
Berries,43,1714642838
Clay,0,1714642838
Eggs,0,1714642838
Firewood,1658,1714642838
Hides,0,1714642838
Iron Ore,158,1714642838
Leather,79,1714642838
Meat,0,1714642838
Planks,256,1714642838
Regional Wealth,1019,1714642838
Roof Tiles,50,1714642838
Stone,757,1714642838
Timber,33,1714642838
Vegetables,113,1714642838
Ale,0,1714642843
Approval,79,1714642843
Berries,43,1714642843
Clay,0,1714642843
Eggs,0,1714642843
Firewood,1658,1714642843
Hides,0,1714642843
Iron Ore,158,1714642843
Leather,79,1714642843
Meat,0,1714642843
Planks,256,1714642843
Regional Wealth,1019,1714642843
Roof Tiles,50,1714642843
Stone,757,1714642843
Timber,33,1714642843
Vegetables,113,1714642843
Ale,0,1714642848
Approval,79,1714642848
Berries,43,1714642848
Clay,0,1714642848
Eggs,0,1714642848
Firewood,1658,1714642848
Hides,0,1714642848
Iron Ore,158,1714642848
Leather,79,1714642848
Meat,0,1714642848
Planks,256,1714642848
Regional Wealth,1019,1714642848
Roof Tiles,50,1714642848
Stone,757,1714642848
Timber,33,1714642848
Vegetables,113,1714642848
Ale,0,1714642853
Approval,79,1714642853
Berries,43,1714642853
Clay,0,1714642853
Eggs,0,1714642853
Firewood,1659,1714642853
Hides,0,1714642853
Iron Ore,158,1714642853
Leather,79,1714642853
Meat,0,1714642853
Planks,256,1714642853
Regional Wealth,1019,1714642853
Roof Tiles,50,1714642853
Stone,757,1714642853
Timber,33,1714642853
Vegetables,113,1714642853
Ale,0,1714642858
Approval,79,1714642858
Berries,43,1714642858
Clay,0,1714642858
Eggs,0,1714642858
Firewood,1659,1714642858
Hides,0,1714642858
Iron Ore,158,1714642858
Leather,79,1714642858
Meat,0,1714642858
Planks,256,1714642858
Regional Wealth,1019,1714642858
Roof Tiles,50,1714642858
Stone,757,1714642858
Timber,33,1714642858
Vegetables,113,1714642858
Ale,0,1714642863
Approval,79,1714642863
Berries,43,1714642863
Clay,0,1714642863
Eggs,0,1714642863
Firewood,1660,1714642863
Hides,0,1714642863
Iron Ore,158,1714642863
Leather,79,1714642863
Meat,0,1714642863
Planks,256,1714642863
Regional Wealth,1019,1714642863
Roof Tiles,50,1714642863
Stone,757,1714642863
Timber,33,1714642863
Vegetables,113,1714642863
Ale,0,1714642868
Approval,79,1714642868
Berries,43,1714642868
Clay,0,1714642868
Eggs,0,1714642868
Firewood,1660,1714642868
Hides,0,1714642868
Iron Ore,158,1714642868
Leather,79,1714642868
Meat,0,1714642868
Planks,256,1714642868
Regional Wealth,1019,1714642868
Roof Tiles,50,1714642868
Stone,757,1714642868
Timber,33,1714642868
Vegetables,113,1714642868
Ale,0,1714642873
Approval,70,1714642873
Berries,43,1714642873
Clay,0,1714642873
Eggs,0,1714642873
Firewood,1663,1714642873
Hides,0,1714642873
Iron Ore,158,1714642873
Leather,79,1714642873
Meat,0,1714642873
Planks,256,1714642873
Regional Wealth,1019,1714642873
Roof Tiles,50,1714642873
Stone,757,1714642873
Timber,33,1714642873
Vegetables,112,1714642873
Ale,0,1714642878
Approval,70,1714642878
Berries,43,1714642878
Clay,0,1714642878
Eggs,0,1714642878
Firewood,1666,1714642878
Hides,0,1714642878
Iron Ore,158,1714642878
Leather,79,1714642878
Meat,0,1714642878
Planks,256,1714642878
Regional Wealth,1019,1714642878
Roof Tiles,50,1714642878
Stone,757,1714642878
Timber,33,1714642878
Vegetables,111,1714642878
Ale,0,1714642883
Approval,70,1714642883
Berries,43,1714642883
Clay,0,1714642883
Eggs,0,1714642883
Firewood,1668,1714642883
Hides,0,1714642883
Iron Ore,158,1714642883
Leather,79,1714642883
Meat,0,1714642883
Planks,256,1714642883
Regional Wealth,1019,1714642883
Roof Tiles,50,1714642883
Stone,757,1714642883
Timber,33,1714642883
Vegetables,111,1714642883
Ale,0,1714642888
Approval,70,1714642888
Berries,43,1714642888
Clay,0,1714642888
Eggs,0,1714642888
Firewood,1671,1714642888
Hides,0,1714642888
Iron Ore,158,1714642888
Leather,79,1714642888
Meat,0,1714642888
Planks,256,1714642888
Regional Wealth,1019,1714642888
Roof Tiles,50,1714642888
Stone,757,1714642888
Timber,33,1714642888
Vegetables,110,1714642888
Ale,0,1714642893
Approval,72,1714642893
Berries,43,1714642893
Clay,0,1714642893
Eggs,0,1714642893
Firewood,1673,1714642893
Hides,0,1714642893
Iron Ore,158,1714642893
Leather,79,1714642893
Meat,0,1714642893
Planks,256,1714642893
Regional Wealth,1017,1714642893
Roof Tiles,50,1714642893
Stone,757,1714642893
Timber,33,1714642893
Vegetables,111,1714642893
Ale,0,1714642898
Approval,72,1714642898
Berries,43,1714642898
Clay,0,1714642898
Eggs,0,1714642898
Firewood,1673,1714642898
Hides,0,1714642898
Iron Ore,158,1714642898
Leather,79,1714642898
Meat,0,1714642898
Planks,256,1714642898
Regional Wealth,1016,1714642898
Roof Tiles,50,1714642898
Stone,757,1714642898
Timber,33,1714642898
Vegetables,112,1714642898
Ale,0,1714642903
Approval,74,1714642903
Berries,43,1714642903
Clay,0,1714642903
Eggs,0,1714642903
Firewood,1675,1714642903
Hides,0,1714642903
Iron Ore,158,1714642903
Leather,79,1714642903
Meat,0,1714642903
Planks,256,1714642903
Regional Wealth,1016,1714642903
Roof Tiles,50,1714642903
Stone,757,1714642903
Timber,33,1714642903
Vegetables,112,1714642903
Ale,0,1714642908
Approval,74,1714642908
Berries,43,1714642908
Clay,0,1714642908
Eggs,1,1714642908
Firewood,1677,1714642908
Hides,0,1714642908
Iron Ore,158,1714642908
Leather,79,1714642908
Meat,0,1714642908
Planks,256,1714642908
Regional Wealth,1016,1714642908
Roof Tiles,50,1714642908
Stone,757,1714642908
Timber,33,1714642908
Vegetables,110,1714642908
Ale,0,1714642913
Approval,74,1714642913
Berries,43,1714642913
Clay,0,1714642913
Eggs,1,1714642913
Firewood,1680,1714642913
Hides,0,1714642913
Iron Ore,158,1714642913
Leather,80,1714642913
Meat,0,1714642913
Planks,256,1714642913
Regional Wealth,1015,1714642913
Roof Tiles,50,1714642913
Stone,757,1714642913
Timber,33,1714642913
Vegetables,110,1714642913
Ale,0,1714642918
Approval,74,1714642918
Berries,43,1714642918
Clay,0,1714642918
Eggs,1,1714642918
Firewood,1680,1714642918
Hides,0,1714642918
Iron Ore,158,1714642918
Leather,80,1714642918
Meat,0,1714642918
Planks,256,1714642918
Regional Wealth,1015,1714642918
Roof Tiles,50,1714642918
Stone,757,1714642918
Timber,33,1714642918
Vegetables,109,1714642918
Ale,0,1714642923
Approval,75,1714642923
Berries,43,1714642923
Clay,0,1714642923
Eggs,1,1714642923
Firewood,1682,1714642923
Hides,0,1714642923
Iron Ore,158,1714642923
Leather,80,1714642923
Meat,0,1714642923
Planks,256,1714642923
Regional Wealth,1015,1714642923
Roof Tiles,50,1714642923
Stone,757,1714642923
Timber,33,1714642923
Vegetables,107,1714642923
Ale,0,1714643070
Approval,76,1714643070
Berries,43,1714643070
Clay,0,1714643070
Eggs,0,1714643070
Firewood,1727,1714643070
Hides,0,1714643070
Iron Ore,158,1714643070
Leather,81,1714643070
Meat,0,1714643070
Planks,256,1714643070
Regional Wealth,1015,1714643070
Roof Tiles,50,1714643070
Stone,757,1714643070
Timber,33,1714643070
Vegetables,100,1714643070
Ale,0,1714643075
Approval,76,1714643075
Berries,43,1714643075
Clay,0,1714643075
Eggs,0,1714643075
Firewood,1728,1714643075
Hides,0,1714643075
Iron Ore,158,1714643075
Leather,81,1714643075
Meat,0,1714643075
Planks,256,1714643075
Regional Wealth,1015,1714643075
Roof Tiles,50,1714643075
Stone,757,1714643075
Timber,33,1714643075
Vegetables,100,1714643075
Ale,0,1714643080
Approval,76,1714643080
Berries,43,1714643080
Clay,0,1714643080
Eggs,0,1714643080
Firewood,1730,1714643080
Hides,0,1714643080
Iron Ore,158,1714643080
Leather,81,1714643080
Meat,0,1714643080
Planks,256,1714643080
Regional Wealth,1014,1714643080
Roof Tiles,50,1714643080
Stone,757,1714643080
Timber,33,1714643080
Vegetables,98,1714643080
Ale,0,1714643085
Approval,76,1714643085
Berries,43,1714643085
Clay,0,1714643085
Eggs,0,1714643085
Firewood,1732,1714643085
Hides,0,1714643085
Iron Ore,158,1714643085
Leather,81,1714643085
Meat,0,1714643085
Planks,256,1714643085
Regional Wealth,1014,1714643085
Roof Tiles,50,1714643085
Stone,757,1714643085
Timber,33,1714643085
Vegetables,98,1714643085
Ale,0,1714643090
Approval,77,1714643090
Berries,43,1714643090
Clay,0,1714643090
Eggs,0,1714643090
Firewood,1732,1714643090
Hides,0,1714643090
Iron Ore,158,1714643090
Leather,81,1714643090
Meat,0,1714643090
Planks,256,1714643090
Regional Wealth,1013,1714643090
Roof Tiles,50,1714643090
Stone,757,1714643090
Timber,33,1714643090
Vegetables,97,1714643090
Ale,0,1714643095
Approval,79,1714643095
Berries,43,1714643095
Clay,0,1714643095
Eggs,0,1714643095
Firewood,1733,1714643095
Hides,0,1714643095
Iron Ore,158,1714643095
Leather,81,1714643095
Meat,0,1714643095
Planks,256,1714643095
Regional Wealth,1013,1714643095
Roof Tiles,50,1714643095
Stone,757,1714643095
Timber,33,1714643095
Vegetables,97,1714643095
Ale,0,1714643100
Approval,79,1714643100
Berries,43,1714643100
Clay,0,1714643100
Eggs,0,1714643100
Firewood,1735,1714643100
Hides,0,1714643100
Iron Ore,158,1714643100
Leather,81,1714643100
Meat,0,1714643100
Planks,256,1714643100
Regional Wealth,1012,1714643100
Roof Tiles,50,1714643100
Stone,757,1714643100
Timber,33,1714643100
Vegetables,97,1714643100
Ale,0,1714643105
Approval,79,1714643105
Berries,43,1714643105
Clay,0,1714643105
Eggs,0,1714643105
Firewood,1733,1714643105
Hides,0,1714643105
Iron Ore,158,1714643105
Leather,81,1714643105
Meat,0,1714643105
Planks,256,1714643105
Regional Wealth,1011,1714643105
Roof Tiles,50,1714643105
Stone,757,1714643105
Timber,33,1714643105
Vegetables,97,1714643105
Ale,0,1714643110
Approval,79,1714643110
Berries,43,1714643110
Clay,0,1714643110
Eggs,1,1714643110
Firewood,1734,1714643110
Hides,0,1714643110
Iron Ore,158,1714643110
Leather,81,1714643110
Meat,0,1714643110
Planks,256,1714643110
Regional Wealth,1009,1714643110
Roof Tiles,50,1714643110
Stone,757,1714643110
Timber,33,1714643110
Vegetables,96,1714643110
Ale,0,1714643115
Approval,80,1714643115
Berries,43,1714643115
Clay,0,1714643115
Eggs,1,1714643115
Firewood,1734,1714643115
Hides,0,1714643115
Iron Ore,158,1714643115
Leather,81,1714643115
Meat,0,1714643115
Planks,256,1714643115
Regional Wealth,1009,1714643115
Roof Tiles,50,1714643115
Stone,757,1714643115
Timber,33,1714643115
Vegetables,95,1714643115
Ale,0,1714643120
Approval,82,1714643120
Berries,43,1714643120
Clay,0,1714643120
Eggs,1,1714643120
Firewood,1734,1714643120
Hides,0,1714643120
Iron Ore,158,1714643120
Leather,82,1714643120
Meat,0,1714643120
Planks,256,1714643120
Regional Wealth,1009,1714643120
Roof Tiles,50,1714643120
Stone,757,1714643120
Timber,33,1714643120
Vegetables,94,1714643120
Ale,0,1714643125
Approval,82,1714643125
Berries,43,1714643125
Clay,0,1714643125
Eggs,1,1714643125
Firewood,1734,1714643125
Hides,0,1714643125
Iron Ore,158,1714643125
Leather,82,1714643125
Meat,0,1714643125
Planks,256,1714643125
Regional Wealth,1009,1714643125
Roof Tiles,50,1714643125
Stone,757,1714643125
Timber,33,1714643125
Vegetables,92,1714643125
Ale,0,1714645870
Approval,74,1714645870
Berries,43,1714645870
Clay,0,1714645870
Eggs,0,1714645870
Firewood,1728,1714645870
Hides,0,1714645870
Iron Ore,158,1714645870
Leather,81,1714645870
Meat,0,1714645870
Planks,256,1714645870
Regional Wealth,1015,1714645870
Roof Tiles,50,1714645870
Stone,757,1714645870
Timber,33,1714645870
Vegetables,100,1714645870
Ale,0,1714645875
Approval,74,1714645875
Berries,43,1714645875
Clay,0,1714645875
Eggs,0,1714645875
Firewood,1728,1714645875
Hides,0,1714645875
Iron Ore,158,1714645875
Leather,81,1714645875
Meat,0,1714645875
Planks,256,1714645875
Regional Wealth,1015,1714645875
Roof Tiles,50,1714645875
Stone,757,1714645875
Timber,33,1714645875
Vegetables,100,1714645875
Ale,0,1714645880
Approval,74,1714645880
Berries,43,1714645880
Clay,0,1714645880
Eggs,0,1714645880
Firewood,1728,1714645880
Hides,0,1714645880
Iron Ore,158,1714645880
Leather,81,1714645880
Meat,0,1714645880
Planks,256,1714645880
Regional Wealth,1015,1714645880
Roof Tiles,50,1714645880
Stone,757,1714645880
Timber,33,1714645880
Vegetables,100,1714645880
Ale,0,1714645885
Approval,74,1714645885
Berries,43,1714645885
Clay,0,1714645885
Eggs,0,1714645885
Firewood,1728,1714645885
Hides,0,1714645885
Iron Ore,158,1714645885
Leather,81,1714645885
Meat,0,1714645885
Planks,256,1714645885
Regional Wealth,1015,1714645885
Roof Tiles,50,1714645885
Stone,757,1714645885
Timber,33,1714645885
Vegetables,100,1714645885
Ale,0,1714645890
Approval,74,1714645890
Berries,43,1714645890
Clay,0,1714645890
Eggs,0,1714645890
Firewood,1728,1714645890
Hides,0,1714645890
Iron Ore,158,1714645890
Leather,81,1714645890
Meat,0,1714645890
Planks,256,1714645890
Regional Wealth,1015,1714645890
Roof Tiles,50,1714645890
Stone,757,1714645890
Timber,33,1714645890
Vegetables,100,1714645890
Ale,0,1714645895
Approval,74,1714645895
Berries,43,1714645895
Clay,0,1714645895
Eggs,0,1714645895
Firewood,1728,1714645895
Hides,0,1714645895
Iron Ore,158,1714645895
Leather,81,1714645895
Meat,0,1714645895
Planks,256,1714645895
Regional Wealth,1015,1714645895
Roof Tiles,50,1714645895
Stone,757,1714645895
Timber,33,1714645895
Vegetables,100,1714645895
Ale,0,1714645900
Approval,74,1714645900
Berries,43,1714645900
Clay,0,1714645900
Eggs,0,1714645900
Firewood,1729,1714645900
Hides,0,1714645900
Iron Ore,158,1714645900
Leather,81,1714645900
Meat,0,1714645900
Planks,256,1714645900
Regional Wealth,1015,1714645900
Roof Tiles,50,1714645900
Stone,757,1714645900
Timber,33,1714645900
Vegetables,100,1714645900
Ale,0,1714645905
Approval,74,1714645905
Berries,43,1714645905
Clay,0,1714645905
Eggs,0,1714645905
Firewood,1729,1714645905
Hides,0,1714645905
Iron Ore,158,1714645905
Leather,81,1714645905
Meat,0,1714645905
Planks,256,1714645905
Regional Wealth,1015,1714645905
Roof Tiles,50,1714645905
Stone,757,1714645905
Timber,33,1714645905
Vegetables,100,1714645905
Ale,0,1714645910
Approval,74,1714645910
Berries,43,1714645910
Clay,0,1714645910
Eggs,0,1714645910
Firewood,1730,1714645910
Hides,0,1714645910
Iron Ore,158,1714645910
Leather,81,1714645910
Meat,0,1714645910
Planks,256,1714645910
Regional Wealth,1015,1714645910
Roof Tiles,50,1714645910
